SALE.TYPE,SOLD.DATE,PROPERTY.TYPE,PRICE,BEDS,BATHS,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,HOA.MONTH,STATUS,NEXT.OPEN.HOUSE.START.TIME,NEXT.OPEN.HOUSE.END.TIME,URL,SOURCE,MLS.,FAVORITE,INTERESTED,LIST.DATE,ADDRESS,ZIP_CODE,LAT_LON,CITY_STATE,LOCATION,CITY,STATE,LATITUDE,LONGITUDE,PROPERTY.SIZE,metro_distance
PAST SALE,September-15-2017,Condo/Co-op,139900,2,1,NA,NA,1952,366,Sold,NA,NA,http://www.redfin.com/DC/Washington/2665-Martin-Luther-King-Junior-Ave-SE-20020/unit-201/home/113065882,MRIS,DC9858662,N,Y,"Tuesday- Aug 29, 2017",2665 Martin Luther King Jr. Ave SE #201,20020,38.856368&-76.996408,"Washington, DC",Barry Farm,Washington,DC,38.856368,-76.996408,NA,0.5343446905019728
PAST SALE,September-5-2017,Condo/Co-op,277500,1,1,500,500,1946,335,Sold,NA,NA,http://www.redfin.com/DC/Washington/1361-K-St-SE-20003/unit-202/home/9915620,MRIS,DC9950846,N,Y,"Wednesday- Aug 09, 2017",1361 K St SE #202,20003,38.8781987&-76.986234,"Washington, DC",Old City #1,Washington,DC,38.8781987,-76.986234,500,0.2154122247287972
PAST SALE,September-20-2017,Townhouse,265e3,2,1.5,900,2500,1939,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1917-T-St-SE-20020/home/10150125,MRIS,DC10034642,N,Y,"Friday- Sep 08, 2017",1917 T St SE,20020,38.8672864&-76.9766213,"Washington, DC",Randle Heights,Washington,DC,38.8672864,-76.9766213,2500,1.078782363426998
PAST SALE,NA,Townhouse,525e3,2,1.5,946,1774,1961,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/731-3rd-St-SW-20024/unit-410/home/9884946,NA,NA,N,Y,NA,731 3rd St SW #410,20024,38.8807141&-77.0153821,"Washington, DC",NA,Washington,DC,38.8807141,-77.0153821,1774,0.26769912335883767
PAST SALE,NA,Condo/Co-op,711500,2,2,1225,1225,2006,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/912-F-St-NW-20004/unit-408/home/11746936,NA,NA,N,Y,NA,912 F St NW Apt 408,20004,38.8971408&-77.0248561,"Washington, DC",NA,Washington,DC,38.8971408,-77.0248561,1225,0.22879152151088103
PAST SALE,September-8-2017,Townhouse,499500,2,3,1232,1232,1937,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1617-Lyman-Pl-NE-20002/home/10110819,MRIS,DC9859653,N,Y,"Tuesday- Aug 15, 2017",1617 Lyman Pl NE,20002,38.904792&-76.979577,"Washington, DC",Trinidad,Washington,DC,38.904792,-76.979577,1232,1.1443350099214484
PAST SALE,September-5-2017,Condo/Co-op,217e3,1,1,541,541,1965,465,Sold,NA,NA,http://www.redfin.com/DC/Washington/2755-Ordway-St-NW-20008/unit-115/home/10178507,MRIS,DC10022270,N,Y,"Wednesday- Aug 09, 2017",2755 Ordway St NW #115,20008,38.9359054&-77.0575684,"Washington, DC",Forest Hills,Washington,DC,38.9359054,-77.0575684,541,0.0673759797216718
PAST SALE,September-8-2017,Condo/Co-op,463500,2,1,1001,1001,1942,504,Sold,NA,NA,http://www.redfin.com/DC/Washington/3941-Langley-Ct-NW-20016/unit-F582/home/82087404,MRIS,DC10021978,N,Y,"Tuesday- Aug 15, 2017",3941 Langley Ct NW Unit F582,20016,38.9370211&-77.0781366,"Washington, DC",Cleveland Park,Washington,DC,38.9370211,-77.0781366,1001,0.7763063447631119
PAST SALE,September-8-2017,Condo/Co-op,249900,1,1,888,888,1960,762,Sold,NA,NA,http://www.redfin.com/DC/Washington/4201-Cathedral-Ave-NW-20016/unit-206W/home/143729739,MRIS,DC10003996,N,Y,"Tuesday- Aug 15, 2017",4201 Cathedral Ave NW Unit 206W,20016,38.9311324&-77.0837882,"Washington, DC",Wesley Heights,Washington,DC,38.9311324,-77.0837882,888,1.2036400057274053
PAST SALE,September-8-2017,Condo/Co-op,3e5,1,1,570,570,1923,490,Sold,NA,NA,http://www.redfin.com/DC/Washington/3407-29th-St-NW-20008/unit-2/home/113767401,MRIS,DC9924717,N,Y,"Tuesday- Aug 15, 2017",3407 29th St NW #2,20008,38.93464&-77.059537,"Washington, DC",Cleveland Park,Washington,DC,38.93464,-77.059537,570,0.10282464164676407
PAST SALE,September-12-2017,Condo/Co-op,39e4,2,1,788,788,1910,351,Sold,NA,NA,http://www.redfin.com/DC/Washington/1438-Meridian-Pl-NW-20010/unit-302/home/10014621,MRIS,DC10035331,N,Y,"Wednesday- Aug 23, 2017",1438 Meridian Pl NW #302,20010,38.9334207&-77.0346321,"Washington, DC",Columbia Heights,Washington,DC,38.9334207,-77.0346321,788,0.34539721632912657
PAST SALE,NA,Townhouse,619195,2,3,1287,1287,1907,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/907-Webster-St-NW-20011/unit-3/home/40501941,NA,NA,N,Y,NA,907 Webster St NW #3,20011,38.9442386&-77.0256938,"Washington, DC",NA,Washington,DC,38.9442386,-77.0256938,1287,0.4832602435264741
PAST SALE,September-8-2017,Townhouse,23e4,1,1,719,719,1982,328,Sold,NA,NA,http://www.redfin.com/DC/Washington/87-Hawthorne-Ct-NE-20017/unit-87/home/10071153,MRIS,DC9988562,N,Y,"Tuesday- Aug 15, 2017",87 Hawthorne Ct NE #87,20017,38.9280084&-77.0083886,"Washington, DC",Brookland,Washington,DC,38.9280084,-77.0083886,719,0.8472310891725512
PAST SALE,NA,Condo/Co-op,463500,1,1,1001,1001,1942,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/3941-Langley-Ct-NW-20016/unit-F582/home/9963489,NA,NA,N,Y,NA,3941 Langley Ct NW Apt F582,20016,38.9370211&-77.0781366,"Washington, DC",NA,Washington,DC,38.9370211,-77.0781366,1001,0.7763063447631119
PAST SALE,NA,Condo/Co-op,248e3,1,1,597,597,1958,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/1031-Michigan-Ave-NE-20017/unit-4/home/10087648,NA,NA,N,Y,NA,1031 Michigan Ave NE Apt 4,20017,38.9359168&-76.9921094,"Washington, DC",NA,Washington,DC,38.9359168,-76.9921094,597,0.19432272771174539
PAST SALE,September-8-2017,Condo/Co-op,523900,2,2,970,970,1901,111,Sold,NA,NA,http://www.redfin.com/DC/Washington/1201-Kenyon-St-NW-20010/unit-1/home/113884795,MRIS,DC10022285,N,Y,"Tuesday- Aug 15, 2017",1201 Kenyon St NW #1,20010,38.929951&-77.028232,"Washington, DC",Columbia Heights,Washington,DC,38.929951,-77.028232,970,0.26998310772544265
PAST SALE,September-5-2017,Condo/Co-op,13e4,1,1,654,654,1940,364,Sold,NA,NA,http://www.redfin.com/DC/Washington/939-Longfellow-St-NW-20011/unit-5/home/10345477,MRIS,DC9939175,N,Y,"Wednesday- Aug 09, 2017",939 Longfellow St NW #5,20011,38.9576181&-77.0272529,"Washington, DC",Petworth,Washington,DC,38.9576181,-77.0272529,654,1.3330581701096262
PAST SALE,September-6-2017,Condo/Co-op,51e4,2,1,850,850,1909,106,Sold,NA,NA,http://www.redfin.com/DC/Washington/1752-Park-Rd-NW-20010/unit-B/home/10009302,MRIS,DC9995503,N,Y,"Friday- Aug 11, 2017",1752 Park Rd NW Unit B,20010,38.9321515&-77.040458,"Washington, DC",Mount Pleasant,Washington,DC,38.9321515,-77.040458,850,0.47310312383855974
PAST SALE,September-8-2017,Condo/Co-op,43e4,2,2,825,825,1938,171,Sold,NA,NA,http://www.redfin.com/DC/Washington/4005-7th-St-NE-20017/unit-2/home/81239103,MRIS,DC10019889,N,Y,"Tuesday- Aug 15, 2017",4005 7th St NE #2,20017,38.9396212&-76.9951385,"Washington, DC",Brookland,Washington,DC,38.9396212,-76.9951385,825,0.4010950338277616
PAST SALE,September-11-2017,Condo/Co-op,424e3,1,1,930,930,1930,579,Sold,NA,NA,http://www.redfin.com/DC/Washington/4707-Connecticut-Ave-NW-20008/unit-508/home/9981723,MRIS,DC10010250,N,Y,"Monday- Aug 21, 2017",4707 Connecticut Ave NW #508,20008,38.951833&-77.067933,"Washington, DC",Forest Hills,Washington,DC,38.951833,-77.067933,930,0.5259265981032508
PAST SALE,September-5-2017,Townhouse,55e4,2,2,1036,1036,2017,172,Sold,NA,NA,http://www.redfin.com/DC/Washington/711-Jackson-St-NE-20017/unit-4/home/113618816,MRIS,DC9903065,N,Y,"Wednesday- Aug 09, 2017",711 Jackson St NE #4,20017,38.9292155&-76.9954437,"Washington, DC",Brookland,Washington,DC,38.9292155,-76.9954437,1036,0.3236050168737467
PAST SALE,NA,Condo/Co-op,170700,0,1,363,363,1967,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/3000-7th-St-NE-20017/unit-120/home/10076571,NA,NA,N,Y,NA,3000 7th St NE Apt 120,20017,38.9278553&-76.9963847,"Washington, DC",NA,Washington,DC,38.9278553,-76.9963847,363,0.4257350779662083
PAST SALE,NA,Condo/Co-op,25e4,1,1,956,956,1951,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/4301-Massachusetts-Ave-NW-20016/unit-600/home/9960690,NA,NA,N,Y,NA,4301 Massachusetts Ave NW #600,20016,38.9366635&-77.0830799,"Washington, DC",NA,Washington,DC,38.9366635,-77.0830799,956,0.8218061425729838
PAST SALE,September-15-2017,Condo/Co-op,64050,2,1,751,751,1940,309,Sold,NA,NA,http://www.redfin.com/DC/Washington/3937-S-St-SE-20020/unit-8A/home/11745499,MRIS,DC9980797,N,Y,"Tuesday- Aug 29, 2017",3937 S St SE Unit 8A,20020,38.8652764&-76.9483731,"Washington, DC",Fort Dupont Park,Washington,DC,38.8652764,-76.9483731,751,1.0540974501146232
PAST SALE,September-8-2017,Townhouse,254900,2,1,800,2375,1945,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/256-56th-Pl-NE-20019/home/113158026,MRIS,DC9963528,N,Y,"Tuesday- Aug 15, 2017",256 56th Pl NE,20019,38.8926753&-76.9203856,"Washington, DC",Deanwood,Washington,DC,38.8926753,-76.9203856,2375,0.9348524304558768
PAST SALE,September-19-2017,Condo/Co-op,345500,2,1,720,720,2016,252,Sold,NA,NA,http://www.redfin.com/DC/Washington/1710-Gales-St-NE-20002/unit-1/home/112845971,MRIS,DC9834069,N,Y,"Wednesday- Sep 06, 2017",1710 Gales St NE #1,20002,38.898145&-76.978807,"Washington, DC",Capitol Hill / Kingman Park,Washington,DC,38.898145,-76.978807,720,0.6873618799625001
PAST SALE,September-18-2017,Condo/Co-op,24e4,1,1,421,421,1964,463,Sold,NA,NA,http://www.redfin.com/DC/Washington/1440-N-St-NW-20005/unit-610/home/9871070,MRIS,DC10022548,N,Y,"Monday- Sep 04, 2017",1440 N St NW #610,20005,38.9070428&-77.0336369,"Washington, DC",Old City #2,Washington,DC,38.9070428,-77.0336369,421,0.41035899586689256
PAST SALE,September-19-2017,Single Family Residential,206e3,2,1,464,2600,1926,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/4020-Grant-St-NE-20019/home/10119673,MRIS,DC10039660,N,Y,"Wednesday- Sep 06, 2017",4020 Grant St NE,20019,38.8985812&-76.9454577,"Washington, DC",Deanwood,Washington,DC,38.8985812,-76.9454577,2600,0.3050063461573294
PAST SALE,September-20-2017,Condo/Co-op,271500,0,1,486,486,1959,324,Sold,NA,NA,http://www.redfin.com/DC/Washington/800-4th-St-SW-20024/unit-N-703/home/143092562,MRIS,DC10023073,N,Y,"Friday- Sep 08, 2017",800 4th St SW Unit N-703,20024,38.8802745&-77.017125,"Washington, DC",Sw Waterfront,Washington,DC,38.8802745,-77.017125,486,0.24275450319603922
PAST SALE,September-20-2017,Condo/Co-op,65e3,1,1,629,629,1940,485,Sold,NA,NA,http://www.redfin.com/DC/Washington/2311-Altamont-Pl-SE-20020/unit-1/home/10151177,MRIS,DC10036685,N,Y,"Friday- Sep 08, 2017",2311 Altamont Pl SE #1,20020,38.8633519&-76.9722769,"Washington, DC",Randle Heights,Washington,DC,38.8633519,-76.9722769,629,1.192864955879084
PAST SALE,NA,Condo/Co-op,38e4,1,1,672,672,2005,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/355-I-St-SW-20024/unit-214/home/10348532,NA,NA,N,Y,NA,355 I St SW Apt 214,20024,38.8798038&-77.0165647,"Washington, DC",NA,Washington,DC,38.8798038,-77.0165647,672,0.20665283768200102
PAST SALE,September-22-2017,Townhouse,489900,2,2,1015,1015,1910,259,Sold,NA,NA,http://www.redfin.com/DC/Washington/1014-10th-St-NE-20002/unit-1/home/143214781,MRIS,DC10029103,N,Y,"Tuesday- Sep 12, 2017",1014 10th St NE #1,20002,38.903264&-76.9928413,"Washington, DC",H Street Coridor,Washington,DC,38.903264,-76.9928413,1015,0.6286206306168536
PAST SALE,September-22-2017,Condo/Co-op,271e3,0,1,428,428,1926,300,Sold,NA,NA,http://www.redfin.com/DC/Washington/1101-L-St-NW-20005/unit-510/home/9876072,MRIS,DC10025087,N,Y,"Tuesday- Sep 12, 2017",1101 L St NW #510,20005,38.9042969&-77.0272973,"Washington, DC",Old City #2,Washington,DC,38.9042969,-77.0272973,428,0.3031504195137924
PAST SALE,September-22-2017,Townhouse,82e4,2,2.5,1348,1312,1900,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1508-E-St-SE-20003/home/9919148,MRIS,DC10005574,N,Y,"Tuesday- Sep 12, 2017",1508 E St SE,20003,38.8830232&-76.9832316,"Washington, DC",Old City #1,Washington,DC,38.8830232,-76.9832316,1312,0.1730074431626372
PAST SALE,September-25-2017,Condo/Co-op,45e4,1,1,752,752,2006,359,Sold,NA,NA,http://www.redfin.com/DC/Washington/150-V-St-NW-20001/unit-V309/home/12530641,MRIS,DC10034203,N,Y,"Monday- Sep 18, 2017",150 V St NW Unit V309,20001,38.9179571&-77.014256,"Washington, DC",Ledroit Park,Washington,DC,38.9179571,-77.014256,752,0.5748794057563639
PAST SALE,September-22-2017,Townhouse,104e4,2,2.5,1756,1673,1900,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/510-9th-St-SE-20003/home/9905495,MRIS,DC10066677,N,Y,"Tuesday- Sep 12, 2017",510 9th St SE,20003,38.8822651&-76.9935027,"Washington, DC",Capitol Hill,Washington,DC,38.8822651,-76.9935027,1673,0.18527194889844356
PAST SALE,September-27-2017,Condo/Co-op,335e3,0,1,540,540,2004,423,Sold,NA,NA,http://www.redfin.com/DC/Washington/631-D-St-NW-20004/unit-638/home/10342615,MRIS,DC10015818,N,Y,"Friday- Sep 22, 2017",631 D St NW #638,20004,38.8953272&-77.0210685,"Washington, DC",Penn Quarter,Washington,DC,38.8953272,-77.0210685,540,0.09830977633165816
PAST SALE,September-27-2017,Townhouse,73e4,2,2.5,1600,1600,1907,197,Sold,NA,NA,http://www.redfin.com/DC/Washington/136-Quincy-Pl-NE-20002/unit-2/home/44656418,MRIS,DC10051428,N,Y,"Friday- Sep 22, 2017",136 Quincy Pl NE #2,20002,38.9120356&-77.0053625,"Washington, DC",Eckington,Washington,DC,38.9120356,-77.0053625,1600,0.34485559013942724
PAST SALE,September-26-2017,Condo/Co-op,341500,0,1,473,473,1986,238,Sold,NA,NA,http://www.redfin.com/DC/Washington/649-C-St-SE-20003/unit-105/home/9900274,MRIS,DC9950483,N,Y,"Wednesday- Sep 20, 2017",649 C St SE #105,20003,38.8857054&-76.9968702,"Washington, DC",Capitol Hill,Washington,DC,38.8857054,-76.9968702,473,0.11560780801418488
PAST SALE,September-29-2017,Condo/Co-op,289e3,2,1,734,734,1937,325,Sold,NA,NA,http://www.redfin.com/DC/Washington/1300-Childress-St-NE-20002/unit-000003/home/10097885,MRIS,DC10021088,N,Y,"Tuesday- Sep 26, 2017",1300 Childress St NE #3,20002,38.906565&-76.983632,"Washington, DC",Trinidad,Washington,DC,38.906565,-76.983632,734,1.0596117973813677
PAST SALE,September-28-2017,Townhouse,203e3,2,1,800,2064,1945,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/4684-A-St-SE-20019/home/10135686,MRIS,DC10046889,N,Y,"Sunday- Sep 24, 2017",4684 A St SE,20019,38.8881902&-76.9337543,"Washington, DC",Marshall Heights,Washington,DC,38.8881902,-76.9337543,2064,0.24404473347192385
PAST SALE,September-5-2017,Condo/Co-op,336e3,1,1,717,717,1965,781,Sold,NA,NA,http://www.redfin.com/DC/Washington/1425-4th-St-SW-20024/home/9882906,MRIS,DC10017260,N,Y,"Wednesday- Aug 09, 2017",1425 4th St SW Unit A414,20024,38.8727449&-77.0187373,"Washington, DC",Rla (sw),Washington,DC,38.8727449,-77.0187373,717,0.31088102528883554
PAST SALE,NA,Condo/Co-op,279e3,2,1,827,827,1967,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/700-7th-St-SW-20024/unit-813/home/9880665,NA,NA,N,Y,NA,700 7th St SW Apt 813,20024,38.8802668&-77.0215354,"Washington, DC",NA,Washington,DC,38.8802668,-77.0215354,827,0.3686699440155888
PAST SALE,NA,Townhouse,64e4,2,2.5,1410,1064,1980,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/1416-E-Capitol-St-SE-20003/unit-1416/home/9917066,NA,NA,N,Y,NA,1416 E Capitol St SE #1416,20003,38.8898024&-76.9851759,"Washington, DC",NA,Washington,DC,38.8898024,-76.9851759,1064,0.5355368900069021
PAST SALE,September-15-2017,Townhouse,106e4,2,2,1805,1517,1890,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1460-T-St-NW-20009/home/10175961,MRIS,DC10027594,N,Y,"Tuesday- Aug 29, 2017",1460 T St NW,20009,38.915316&-77.034111,"Washington, DC",Old City #2,Washington,DC,38.915316,-77.034111,1517,0.29990620105390625
PAST SALE,September-12-2017,Condo/Co-op,692e3,2,2,1100,1100,2007,614,Sold,NA,NA,http://www.redfin.com/DC/Washington/1010-Massachusetts-Ave-NW-20001/unit-202/home/12533459,MRIS,DC10033027,N,Y,"Wednesday- Aug 23, 2017",1010 Massachusetts Ave NW #202,20001,38.9033359&-77.0266747,"Washington, DC",Central,Washington,DC,38.9033359,-77.0266747,1100,0.30054903246016185
PAST SALE,September-15-2017,Townhouse,549900,2,1,780,835,1918,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1611-Massachusetts-Ave-SE-20003/home/9920361,MRIS,DC10002599,N,Y,"Tuesday- Aug 29, 2017",1611 Massachusetts Ave SE,20003,38.886086&-76.981852,"Washington, DC",Old City #1,Washington,DC,38.886086,-76.981852,835,0.3875590398137048
PAST SALE,September-18-2017,Single Family Residential,325e3,2,2,1248,1782,1944,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/4513-Eads-Pl-NE-20019/home/10122912,MRIS,DC10028280,N,Y,"Monday- Sep 04, 2017",4513 Eads Pl NE,20019,38.8958194&-76.9369329,"Washington, DC",Deanwood,Washington,DC,38.8958194,-76.9369329,1782,0.3882945835189798
PAST SALE,September-28-2017,Condo/Co-op,642e3,2,2,937,937,2004,583,Sold,NA,NA,http://www.redfin.com/DC/Washington/1111-11th-St-NW-20001/unit-901/home/10342074,MRIS,DC9945592,N,Y,"Sunday- Sep 24, 2017",1111 11th St NW #901,20001,38.9049937&-77.026715,"Washington, DC",Old City #2,Washington,DC,38.9049937,-77.026715,937,0.2611909717944969
PAST SALE,September-7-2017,Townhouse,49e4,2,1,805,805,1938,210,Sold,NA,NA,http://www.redfin.com/DC/Washington/3924-W-St-NW-20007/unit-2/home/142957083,MRIS,DC10011078,N,Y,"Sunday- Aug 13, 2017",3924 W St NW #2,20007,38.9189577&-77.0780636,"Washington, DC",Glover Park,Washington,DC,38.9189577,-77.0780636,805,1.41438703822154
PAST SALE,September-13-2017,Condo/Co-op,22e4,0,1,440,440,1960,370,Sold,NA,NA,http://www.redfin.com/DC/Washington/4000-Tunlaw-Rd-NW-20007/unit-804/home/9959575,MRIS,DC10027625,N,Y,"Friday- Aug 25, 2017",4000 Tunlaw Rd NW #804,20007,38.9253425&-77.0803709,"Washington, DC",Glover Park,Washington,DC,38.9253425,-77.0803709,440,1.3750187256747974
PAST SALE,September-15-2017,Condo/Co-op,377e3,1,1.5,863,863,1942,435,Sold,NA,NA,http://www.redfin.com/DC/Washington/3680-38th-St-NW-20016/unit-A241/home/142415276,MRIS,DC10004451,N,Y,"Tuesday- Aug 29, 2017",3680 38th St NW Unit A241,20016,38.9388746&-77.0758084,"Washington, DC",Cleveland Park,Washington,DC,38.9388746,-77.0758084,863,0.6737085383127748
PAST SALE,September-22-2017,Single Family Residential,825e3,2,1.5,1937,2970,1934,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/4849-Brandywine-St-NW-20016/home/9946121,MRIS,DC10034363,N,Y,"Tuesday- Sep 12, 2017",4849 Brandywine St NW,20016,38.9498612&-77.0962534,"Washington, DC",American University Park,Washington,DC,38.9498612,-77.0962534,2970,0.9125280409929387
PAST SALE,NA,Condo/Co-op,299e3,1,1,726,726,1957,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/5410-Connecticut-Ave-NW-20015/unit-516/home/9969653,NA,NA,N,Y,NA,5410 Connecticut Ave NW Apt 516,20015,38.9618075&-77.0743918,"Washington, DC",NA,Washington,DC,38.9618075,-77.0743918,726,0.6126908264722496
PAST SALE,September-11-2017,Condo/Co-op,37e4,1,1,629,629,2010,369,Sold,NA,NA,http://www.redfin.com/DC/Washington/5201-Wisconsin-Ave-20015/unit-213/home/40501593,MRIS,DC10016828,N,Y,"Monday- Aug 21, 2017",5201-B Wisconsin Ave NW #213,20015,38.9572488&-77.0836308,"Washington, DC",Chevy Chase,Washington,DC,38.9572488,-77.0836308,629,0.27295543500986746
PAST SALE,September-22-2017,Condo/Co-op,324900,1,1,774,774,1959,560,Sold,NA,NA,http://www.redfin.com/DC/Washington/2725-39th-St-NW-20007/unit-307/home/11747261,MRIS,DC10030164,N,Y,"Tuesday- Sep 12, 2017",2725 39th St NW #307,20007,38.925285&-77.0785607,"Washington, DC",Glover Park,Washington,DC,38.925285,-77.0785607,774,1.2961762824111633
PAST SALE,September-29-2017,Condo/Co-op,249e3,1,1,600,600,1942,282,Sold,NA,NA,http://www.redfin.com/DC/Washington/2339-40th-Pl-NW-20007/unit-002/home/81949110,MRIS,DC10035731,N,Y,"Tuesday- Sep 26, 2017",2339 40th Pl NW #002,20007,38.922062&-77.0795354,"Washington, DC",Glover Park,Washington,DC,38.922062,-77.0795354,600,1.4337546067077707
PAST SALE,NA,Condo/Co-op,377e3,1,1.5,863,863,1942,NA,NA,NA,NA,http://www.redfin.com/DC/Washington/3680-38th-St-NW-20016/unit-A241/home/9968154,NA,NA,N,Y,NA,3680 38th St NW Apt A241,20016,38.9389491&-77.0760724,"Washington, DC",NA,Washington,DC,38.9389491,-77.0760724,863,0.6647830675160805
PAST SALE,September-13-2017,Condo/Co-op,529e3,2,2,1261,1261,1942,635,Sold,NA,NA,http://www.redfin.com/DC/Washington/3831-Rodman-St-NW-20016/unit-A25/home/9968352,MRIS,DC10021368,N,Y,"Friday- Aug 25, 2017",3831 Rodman St NW Unit A25,20016,38.939548&-77.075926,"Washington, DC",Cleveland Park,Washington,DC,38.939548,-77.075926,1261,0.6273301290557638
PAST SALE,September-29-2017,Condo/Co-op,282e3,1,1,798,798,1957,635,Sold,NA,NA,http://www.redfin.com/DC/Washington/5410-Connecticut-Ave-NW-20015/unit-914/home/9969823,MRIS,DC9965459,N,Y,"Tuesday- Sep 26, 2017",5410 Connecticut Ave NW #914,20015,38.9618075&-77.0743918,"Washington, DC",Chevy Chase,Washington,DC,38.9618075,-77.0743918,798,0.6126908264722496
PAST SALE,September-22-2017,Condo/Co-op,449900,2,1,650,650,1925,298,Sold,NA,NA,http://www.redfin.com/DC/Washington/2535-13th-St-NW-20009/unit-102/home/10349666,MRIS,DC10011824,N,Y,"Tuesday- Sep 12, 2017",2535 13th St NW #102,20009,38.9233306&-77.0292653,"Washington, DC",Columbia Heights,Washington,DC,38.9233306,-77.0292653,650,0.41492382933948246
PAST SALE,September-7-2017,Condo/Co-op,298970,0,1,410,410,1962,434,Sold,NA,NA,http://www.redfin.com/DC/Washington/1601-18th-St-NW-20009/unit-518/home/9860921,MRIS,DC9927229,N,Y,"Sunday- Aug 13, 2017",1601 18th St NW #518,20009,38.9113829&-77.0412216,"Washington, DC",Dupont Circle,Washington,DC,38.9113829,-77.0412216,410,0.19938043605159927
PAST SALE,September-22-2017,Condo/Co-op,339500,1,1,485,485,1962,511,Sold,NA,NA,http://www.redfin.com/DC/Washington/1601-18th-St-NW-20009/unit-201/home/9860745,MRIS,DC9972099,N,Y,"Tuesday- Sep 12, 2017",1601 18th St NW #201,20009,38.911383&-77.0412216,"Washington, DC",Old City #2,Washington,DC,38.911383,-77.0412216,485,0.1993812675373398
PAST SALE,September-22-2017,Townhouse,681e3,2,1.5,1191,1191,1980,409,Sold,NA,NA,http://www.redfin.com/DC/Washington/1688-Euclid-St-NW-20009/unit-B/home/10005991,MRIS,DC10034967,N,Y,"Tuesday- Sep 12, 2017",1688 Euclid St NW Unit B,20009,38.9231624&-77.0387768,"Washington, DC",Adams Morgan,Washington,DC,38.9231624,-77.0387768,1191,0.4901832372674662
PAST SALE,September-22-2017,Condo/Co-op,292e3,1,1,506,506,1966,645,Sold,NA,NA,http://www.redfin.com/DC/Washington/1260-21st-St-NW-20036/unit-906/home/9052421,MRIS,DC9997797,N,Y,"Tuesday- Sep 12, 2017",1260 21st St NW #906,20036,38.9067387&-77.0469768,"Washington, DC",Dupont,Washington,DC,38.9067387,-77.0469768,506,0.3176142890748947
PAST SALE,September-27-2017,Condo/Co-op,36e4,1,1,540,540,1915,168,Sold,NA,NA,http://www.redfin.com/DC/Washington/2032-15th-St-NW-20009/unit-7/home/9867557,MRIS,DC9998556,N,Y,"Friday- Sep 22, 2017",2032 15th St NW #7,20009,38.9179532&-77.034754,"Washington, DC",Old City #2,Washington,DC,38.9179532,-77.034754,540,0.31845636263778043
PAST SALE,September-29-2017,Condo/Co-op,699e3,2,2.5,1100,1100,1985,841,Sold,NA,NA,http://www.redfin.com/DC/Washington/1099-22nd-St-NW-20037/unit-403/home/9053910,MRIS,DC10038758,N,Y,"Tuesday- Sep 26, 2017",1099 22nd St NW #403,20037,38.9033953&-77.0485658,"Washington, DC",West End,Washington,DC,38.9033953,-77.0485658,1100,0.18666646584668395
PAST SALE,September-29-2017,Condo/Co-op,660235,2,2,1404,1404,2006,305,Sold,NA,NA,http://www.redfin.com/DC/Washington/3240-Hiatt-Pl-NW-20010/unit-5/home/113011921,MRIS,DC9854134,N,Y,"Tuesday- Sep 26, 2017",3240 Hiatt Pl NW #5,20010,38.9308286&-77.0350201,"Washington, DC",Columbia Heights,Washington,DC,38.9308286,-77.0350201,1404,0.19026424949146087
PAST SALE,September-29-2017,Condo/Co-op,254e3,0,1,505,505,1960,548,Sold,NA,NA,http://www.redfin.com/DC/Washington/2030-F-St-NW-20006/unit-1004/home/9058675,MRIS,DC10043845,N,Y,"Tuesday- Sep 26, 2017",2030 F St NW #1004,20006,38.8972032&-77.0463373,"Washington, DC",Foggy Bottom,Washington,DC,38.8972032,-77.0463373,505,0.3549447815573905
PAST SALE,September-28-2017,Condo/Co-op,387e3,1,1,667,667,1920,580,Sold,NA,NA,http://www.redfin.com/DC/Washington/1701-16th-St-NW-20009/unit-209/home/25692169,MRIS,DC10023638,N,Y,"Sunday- Sep 24, 2017",1701 16th St NW #209,20009,38.9130203&-77.036064,"Washington, DC",Dupont Circle,Washington,DC,38.9130203,-77.036064,667,0.47019863536192447
