URL,ADDRESS,ZIP_CODE,LAT_LON,CITY_STATE,LOCATION
http://www.redfin.com/VA/Arlington/2224-N-Tuckahoe-St-22205/home/11239177,2224 Tuckahoe St N,'222050000,38.8887349&-77.157999,"Arlington, Virginia",Tuckahoe Park
http://www.redfin.com/VA/Arlington/5731-28th-St-N-22207/home/109522363,5731 28th St N,'222070000,38.8997662&-77.1463798,"Arlington, Virginia",Lexington Hill
http://www.redfin.com/VA/Arlington/4923-7th-Rd-S-22204/unit-4923/home/82079038,4923 7th Rd S #4923,'222040000,38.8598498&-77.115834,"Arlington, Virginia",Forest Knolls
http://www.redfin.com/VA/Arlington/6812-31st-St-N-22213/home/114033466,6812 31st St N,'222130000,38.8968695&-77.1671795,"Arlington, Virginia",West Arlington
http://www.redfin.com/VA/Arlington/2314-N-Harrison-St-22205/home/11236467,2314 Harrison St N,'222050000,38.8955492&-77.1368614,"Arlington, Virginia",Tara / Leeway Heights
http://www.redfin.com/VA/Arlington/6204-22nd-Rd-N-22205/home/11238877,6204 22nd Rd N,'222050000,38.890072&-77.1499294,"Arlington, Virginia",Overlee Knolls
http://www.redfin.com/VA/Arlington/2815-16th-Rd-S-22204/unit-2815B/home/114093517,2815-B 16th Rd S Unit 2815B,'222040000,38.8566792&-77.0857121,"Arlington, Virginia",Arlington Court Condo
http://www.redfin.com/VA/Arlington/2424-N-Potomac-St-22207/home/11225957,2424 Potomac St N,'222070000,38.8936963&-77.1526979,"Arlington, Virginia",Berkshire Oakwood
http://www.redfin.com/VA/Arlington/3723-16th-St-S-22204/home/11263820,3723 16th St S,'222040000,38.8551665&-77.0939663,"Arlington, Virginia",Douglas Park
http://www.redfin.com/VA/Arlington/3625-N-Lancaster-St-22207/home/11228329,3625 Lancaster St,'222070000,38.9079352&-77.1524325,"Arlington, Virginia",Williamsburg Village
http://www.redfin.com/VA/Arlington/824-S-Courthouse-Rd-22204/home/11263375,824 S Courthouse Rd,'222040000,38.8658164&-77.0809497,"Arlington, Virginia",Arlington Heights
http://www.redfin.com/VA/Arlington/901-N-Monroe-St-22201/unit-1001/home/11278114,901 Monroe St N #1001,'222010000,38.8831242&-77.1026914,"Arlington, Virginia",Virginia Square Condo
http://www.redfin.com/VA/Arlington/879-N-Lebanon-St-22205/home/11240972,879 Lebanon St,'222050000,38.8746428&-77.141643,"Arlington, Virginia",Dominion Hills
http://www.redfin.com/VA/Arlington/1901-N-Oakland-St-22207/home/11234080,1901 N Oakland St,'222070000,38.8940128&-77.1060371,"Arlington, Virginia",
http://www.redfin.com/VA/Arlington/800-S-Ivy-St-22204/home/11263068,800 Ivy St,'222040000,38.8650667&-77.0916621,"Arlington, Virginia",Arlington Heights
http://www.redfin.com/VA/Arlington/4048-N-Aberdeen-St-22207/home/11230528,4048 Aberdeen St,'222070000,38.9200207&-77.1374715,"Arlington, Virginia",Black Oak Cluster
http://www.redfin.com/VA/Arlington/6219-22nd-Rd-N-22205/home/11238872,6219 22nd Rd N,'222050000,38.8906003&-77.1506159,"Arlington, Virginia",Over Lee Knolls
http://www.redfin.com/VA/Arlington/5138-16th-St-N-22205/home/11237039,5138 16th St N,'222050000,38.8875765&-77.127218,"Arlington, Virginia",Waycroft-woodlawn
http://www.redfin.com/VA/Arlington/6614-32nd-St-N-22213/home/11224748,6614 32nd St N,'222130000,38.8986614&-77.1643645,"Arlington, Virginia",Berkshire Oakwood
http://www.redfin.com/VA/Arlington/2807-John-Marshall-Dr-22207/home/11225202,2807 John Marshall Dr,'222070000,38.899613&-77.1480011,"Arlington, Virginia",Lexington Village
http://www.redfin.com/VA/Arlington/1916-N-Wayne-St-22201/home/11246854,1916 Wayne St N,'222010000,38.8961474&-77.0882187,"Arlington, Virginia",Clark & Hilton
http://www.redfin.com/VA/Arlington/2500-S-Arlington-Mill-Dr-22206/unit-3/home/143715873,2500-C Arlington Mill Dr #3,'222060000,38.8432106&-77.0951474,"Arlington, Virginia",Windgate Village Ii
http://www.redfin.com/VA/Arlington/21-N-Greenbrier-St-22203/home/11243572,21 Greenbrier St N,'222030000,38.8677225&-77.1227262,"Arlington, Virginia",Arlington Forest
http://www.redfin.com/VA/Arlington/3008-12th-St-S-22204/home/11273772,3008 12th St S,'222040000,38.860285&-77.087815,"Arlington, Virginia",Columbia Pike
http://www.redfin.com/VA/Arlington/4145-S-Four-Mile-Run-Dr-22204/unit-B/home/16897058,4145 Four Mile Run Dr Unit B,'222040000,38.8492892&-77.0980962,"Arlington, Virginia",West Village At Shirlington
http://www.redfin.com/VA/Arlington/5520-18th-Rd-N-22205/home/11236874,5520 18th Rd N,'222050000,38.8896894&-77.1352831,"Arlington, Virginia",Tara
http://www.redfin.com/VA/Arlington/5716-5th-St-N-22205/home/22101707,5716 5th St N,'222050000,38.871177&-77.1292743,"Arlington, Virginia",Bon Air
http://www.redfin.com/VA/Arlington/5919-10th-Rd-N-22205/home/11240896,5919 10th Rd N,'222050000,38.8783764&-77.1398645,"Arlington, Virginia",Dominion Hills
