date,close,volume
"Wed, January 18, 2012",36.54,55386460
"Tue, January 17, 2012",34.91,55058410
"Fri, January 13, 2012",35.92,61549960
"Thu, January 12, 2012",36.85,39225760
"Wed, January 11, 2012",36.66,29815470
"Tue, January 10, 2012",36.05,35811330
"Mon, January 09, 2012",35.3,22946140
"Fri, January 06, 2012",35.36,33031870
"Thu, January 05, 2012",35.68,38296200
"Wed, January 04, 2012",34.95,36436730
"Tue, January 03, 2012",34.98,43994670
"Fri, December 30, 2011",33.25,18165240
"Thu, December 29, 2011",33.42,19713960
"Wed, December 28, 2011",32.65,19141610
"Tue, December 27, 2011",33.03,16803830
"Fri, December 23, 2011",33.57,21880570
"Thu, December 22, 2011",33.45,35538850
"Wed, December 21, 2011",32.32,30670540
"Tue, December 20, 2011",32.21,48656910
"Mon, December 19, 2011",30.7,47187840
"Fri, December 16, 2011",31.89,52529630
"Thu, December 15, 2011",31.76,33392480
"Wed, December 14, 2011",31.51,41117800
"Tue, December 13, 2011",31.29,49449740
"Mon, December 12, 2011",32.04,35960360
"Fri, December 09, 2011",33.18,39099910
"Thu, December 08, 2011",32.22,47757000
"Wed, December 07, 2011",34,44675340
"Tue, December 06, 2011",33.23,38778770
"Mon, December 05, 2011",33.51,52191880
"Fri, December 02, 2011",32.33,90444260
"Thu, December 01, 2011",30.46,33148970
"Wed, November 30, 2011",30.97,61345980
"Tue, November 29, 2011",28.56,45063190
"Mon, November 28, 2011",29.16,45273580
"Fri, November 25, 2011",28.48,21423180
"Wed, November 23, 2011",28.38,44445060
"Tue, November 22, 2011",29.41,36442390
"Mon, November 21, 2011",29.91,39613330
"Fri, November 18, 2011",30.62,39024710
"Thu, November 17, 2011",30.49,55087480
"Wed, November 16, 2011",31.47,40683400
"Tue, November 15, 2011",32.7,31254260
"Mon, November 14, 2011",32.55,27558790
"Fri, November 11, 2011",33.28,29978590
"Thu, November 10, 2011",32.74,30431490
"Wed, November 09, 2011",32.54,52969710
"Tue, November 08, 2011",35.02,30184410
"Mon, November 07, 2011",34.24,25917200
"Fri, November 04, 2011",33.97,30836050
"Thu, November 03, 2011",34.38,40063430
"Wed, November 02, 2011",33.64,34322450
"Tue, November 01, 2011",32.71,73937460
"Mon, October 31, 2011",34.76,46398200
"Fri, October 28, 2011",36.69,39879940
"Thu, October 27, 2011",37.02,76154990
"Wed, October 26, 2011",34.18,36323630
"Tue, October 25, 2011",33.49,37638530
"Mon, October 24, 2011",34.57,44661510
"Fri, October 21, 2011",33.42,48424620
"Thu, October 20, 2011",33.13,41652850
"Wed, October 19, 2011",32.25,50112400
"Tue, October 18, 2011",32.87,64365210
"Mon, October 17, 2011",31.04,40849890
"Fri, October 14, 2011",31.89,51893950
"Thu, October 13, 2011",31.6,78782520
"Wed, October 12, 2011",33.2,55381210
"Tue, October 11, 2011",32.3,38146010
"Mon, October 10, 2011",32.3,37301880
"Fri, October 07, 2011",30.7,49311710
"Thu, October 06, 2011",32.38,53184160
